Brompheniramine Maleate                                     ,         
Chlorphenamine Maleate                                      ,         
Clemastine Fumarate                                         ,         
Cetirizine Hydrochloride                                    ,         
Hydroxyzine Hydrochloride                                   ,         
Cyproheptadine Hydrochloride                                ,         
Dimetindene Maleate                                         ,         
Dimetotiazine                                               ,         
Diphenhydramine Hydrochloride                               ,         
Diphenylpyraline Hydrochloride                              ,         
Mebhydrolin                                                 ,         
Mepyramine Maleate                                          ,         
Mequitazine                                                 ,         
Oxatomide                                                   ,         
Phenindamine Tartrate                                       ,         
Pheniramine Maleate                                         ,         
Promethazine Hydrochloride                                  ,         
Terfenadine                                                 ,         
Alimemazine Tartrate                                        ,         
Triprolidine Hydrochloride                                  ,         
Other Antihistamine Preps                                   ,         
Tritoqualine                                                ,         
Hydroxyzine Embonate                                        ,         
Animal Allergy Preparations                                 ,         
D.Pteronyssinus Allergy Preparations                        ,         
Pollen Allergy Preparations                                 ,         
Specific Allergy Preparations                               ,         
Wasp & Bee Venom Allergy Preparations                       ,         
Omalizumab                                                  ,         
Mepolizumab                                                 ,         
Other Allergen Immunotherapy Preps                          ,         
Diagnostic Skin Tests                                       ,         
Other Diagnostic Skin Testing Preps                         ,         
Adrenaline                                                  ,         
C1-Esterase Inhibitor                                       ,         
Ephedrine Hydrochloride                                     ,         
Icatibant Acetate                                           ,         
Etamivan                                                    ,         
Nikethamide                                                 ,         
Almitrine Dimesylate                                        ,         
Doxapram Hydrochloride                                      ,         
Other Respiratory Stimulant Preps                           ,         
Oxygen                                                      ,         
Acetylcysteine                                              ,         
Bromhexine Hydrochloride                                    ,         
Carbocisteine                                               ,         
Dornase Alfa                                                ,         
Mecysteine Hydrochloride                                    ,         
Mesna                                                       ,         
Tyloxapol                                                   ,         
Erdosteine                                                  ,         
Mannitol                                                    ,         
Ivacaftor                                                   ,         
Lumacaftor/Ivacaftor                                        ,         
Benzoin                                                     ,         
Menthol                                                     ,         
Pine                                                        ,         
Other Aromatic Inhalation Preps                             ,         
Codeine Phosphate                                           ,         
Dextromethorphan Hydrobromide                               ,         
Diamorphine Hydrochloride                                   ,         
Isoaminile Citrate                                          ,         
Methadone Hydrochloride                                     ,         
Noscapine                                                   ,         
Pholcodine                                                  ,         
Ephedrine HCl/Dextrometh Hydrob                             ,         
Ibuprofen/Pseudoephed HCl                                   ,         
Diphenhydramine HCl/Pholcodine                              ,         
Guaiacol & Codeine                                          ,         
Squill/Ipecac                                               ,         
Ephedrine HCl/Ipecacuanha                                   ,         
Pseudoephedrine HCl/Dextrometh Hydrob                       ,         
Citric Acid Monohydrate/Ipecacuanha                         ,         
Ammonium Chloride/Diphenhydramine HCl                       ,         
Ammonium Acetate                                            ,         
Ammonium Bicarbonate                                        ,         
Belladonna & Ipecacuanha                                    ,         
Simple                                                      ,         
Cocillana                                                   ,         
Caffeine & Sodium Iodide                                    ,         
Guaifenesin                                                 ,         
Glycerol                                                    ,         
Squill                                                      ,         
Squill Opiate                                               ,         
Creosote                                                    ,         
Powdered Opium                                              ,         
Prepared Stramonium                                         ,         
Pseudoephedrine HCl Combinations                            ,         
Dextromethorphan Hydrobrom Comp Prep's                      ,         
Euphorbia                                                   ,         
Ipecacuanha                                                 ,         
Brompheniramine Maleate Combinations                        ,         
Liquorice                                                   ,         
Terpin Hydrate                                              ,         
Ephedrine Hydrochloride                                     ,         
Wild Cherry Bark                                            ,         
Other Expectorant& Demulcent Cough Preps                    ,         
Ammonium Chloride                                           ,         
Potassium Iodide                                            ,         
Pholcodine                                                  ,         
Diphenhydramine Hydrochloride                               ,         
Carbinoxamine Maleate                                       ,         
Promethazine Hydrochloride                                  ,         
Ephedrine Hydrochloride                                     ,         
Phenylpropanolamine Hydrochloride                           ,         
Pseudoephedrine Sulphate Combinations                       ,         
Pseudoephedrine Hydrochloride                               ,         
Phenylephrine Hydrochloride                                 ,         
Pirfenidone                                                 ,         
Sodium Bromide                                              ,         
Methaqualone & Diphenhydramine HCl                          ,         
Sodium Oxybate                                              ,         
Melatonin                                                   ,         
Chloral Hydrate                                             ,         
Cloral Betaine                                              ,         
Clomethiazole Edisilate                                     ,         
Clomethiazole                                               ,         
Flunitrazepam                                               ,         
Flurazepam Hydrochloride                                    ,         
Loprazolam Mesilate                                         ,         
Lormetazepam                                                ,         
Midazolam Maleate                                           ,         
Nitrazepam                                                  ,         
Potassium Bromide                                           ,         
Temazepam                                                   ,         
Triazolam                                                   ,         
Zaleplon                                                    ,         
Triclofos Sodium                                            ,         
Zolpidem Tartrate                                           ,         
Zopiclone                                                   ,         
Other Hypnotic Preps                                        ,         
Alprazolam                                                  ,         
Buspirone Hydrochloride                                     ,         
Clotiazepam                                                 ,         
Chlordiazepoxide                                            ,         
Chlordiazepoxide Hydrochloride                              ,         
Chlormezanone                                               ,         
Bromazepam                                                  ,         
Diazepam                                                    ,         
Ketazolam                                                   ,         
Lorazepam                                                   ,         
Medazepam                                                   ,         
Meprobamate                                                 ,         
Oxazepam                                                    ,         
Prazepam                                                    ,         
Clorazepate Dipotassium                                     ,         
Other Anxiolytic Preps                                      ,         
Amobarbital                                                 ,         
Amobarbital Sodium                                          ,         
Barbital Sodium                                             ,         
Butobarbital                                                ,         
Cyclobarbital Calcium                                       ,         
Methyprylon                                                 ,         
Pentobarbital Sodium                                        ,         
Secobarbital Sodium                                         ,         
Veralipride                                                 ,         
Quetiapine                                                  ,         
Zotepine                                                    ,         
Aripiprazole                                                ,         
Paliperidone                                                ,         
Melperone Hydrochloride                                     ,         
Ziprasidone Hydrochloride                                   ,         
Clotiapine                                                  ,         
Lurasidone                                                  ,         
Amisulpride                                                 ,         
Benperidol                                                  ,         
Clozapine                                                   ,         
Chlorpromazine Hydrochloride                                ,         
Bromperidol                                                 ,         
Chlorprothixene                                             ,         
Droperidol                                                  ,         
Flupentixol Hydrochloride                                   ,         
Fluphenazine Hydrochloride                                  ,         
Haloperidol                                                 ,         
Levomepromazine Maleate                                     ,         
Levomepromazine Hydrochloride                               ,         
Loxapine Succinate                                          ,         
Oxypertine                                                  ,         
Pericyazine                                                 ,         
Perphenazine                                                ,         
Pimozide                                                    ,         
Promazine Hydrochloride                                     ,         
Zuclopenthixol Hydrochloride                                ,         
Sulpiride                                                   ,         
Thiopropazate Hydrochloride                                 ,         
Thioridazine                                                ,         
Trifluoperazine                                             ,         
Trifluperidol                                               ,         
Remoxipride Hydrochloride                                   ,         
Zuclopenthixol Acetate                                      ,         
Tiotixene                                                   ,         
Risperidone                                                 ,         
Prothipendyl Hydrochloride                                  ,         
Sertindole                                                  ,         
Olanzapine                                                  ,         
Risperidone                                                 ,         
Paliperidone                                                ,         
Olanzapine Embonate                                         ,         
Aripiprazole                                                ,         
Flupentixol Decanoate                                       ,         
Fluphenazine Decanoate                                      ,         
Fluphenazine Enantate                                       ,         
Fluspirilene                                                ,         
Haloperidol Decanoate                                       ,         
Pipotiazine Palmitate                                       ,         
Zuclopenthixol Decanoate                                    ,         
Lithium Carbonate                                           ,         
Lithium Citrate                                             ,         
Valproic Acid                                               ,         
Asenapine                                                   ,         
Other Mania & Hypomania Preps                               ,         
Amitriptyline Hydrochloride                                 ,         
Amoxapine                                                   ,         
Butriptyline                                                ,         
Amitriptyline Embonate                                      ,         
Clomipramine Hydrochloride                                  ,         
Dibenzepin Hydrochloride                                    ,         
Desipramine Hydrochloride                                   ,         
Amineptine Hydrochloride                                    ,         
Dosulepin Hydrochloride                                     ,         
Doxepin                                                     ,         
Imipramine Hydrochloride                                    ,         
Nomifensine Hydrogen Maleate                                ,         
Iprindole                                                   ,         
Lofepramine Hydrochloride                                   ,         
Maprotiline Hydrochloride                                   ,         
Mianserin Hydrochloride                                     ,         
Nortriptyline                                               ,         
Protriptyline Hydrochloride                                 ,         
Trazodone Hydrochloride                                     ,         
Trimipramine Maleate                                        ,         
Viloxazine Hydrochloride                                    ,         
Iproniazid                                                  ,         
Isocarboxazid                                               ,         
Moclobemide                                                 ,         
Phenelzine Sulfate                                          ,         
Tranylcypromine Sulfate                                     ,         
Citalopram Hydrobromide                                     ,         
Fluoxetine Hydrochloride                                    ,         
Fluvoxamine Maleate                                         ,         
Paroxetine Hydrochloride                                    ,         
Sertraline Hydrochloride                                    ,         
Escitalopram                                                ,         
Duloxetine Hydrochloride (old)                              ,         
Citalopram Hydrochloride                                    ,         
Levomilnacipran                                             ,         
Vortioxetine                                                ,         
Bupropion Hydrochloride                                     ,         
Flupentixol Hydrochloride                                   ,         
5-Hydroxytryptophan                                         ,         
Minaprine Hydrochloride                                     ,         
Oxitriptan                                                  ,         
Tryptophan                                                  ,         
Nefazodone Hydrochloride                                    ,         
Reboxetine                                                  ,         
Venlafaxine                                                 ,         
Mirtazapine                                                 ,         
Duloxetine Hydrochloride                                    ,         
Agomelatine                                                 ,         
Other Antidepressant Preps                                  ,         
Amfetamine Sulfate                                          ,         
Caffeine                                                    ,         
Caffeine Citrate                                            ,         
Deanol                                                      ,         
Dexamfetamine Sulfate                                       ,         
Methylphenidate Hydrochloride                               ,         
Methylamfetamine Hydrochloride                              ,         
Pemoline                                                    ,         
Modafinil                                                   ,         
Atomoxetine Hydrochloride                                   ,         
Dexmethylphenidate Hydrochloride                            ,         
Lisdexamfetamine Dimesylate                                 ,         
Guanfacine                                                  ,         
Pitolisant Hydrochloride                                    ,         
Methylcellulose                                             ,         
Orlistat                                                    ,         
Sterculia                                                   ,         
Naltrexone/Bupropion                                        ,         
Dexfenfluramine Hydrochloride                               ,         
Diethylpropion Hydrochloride                                ,         
Fenfluramine Hydrochloride                                  ,         
Mazindol                                                    ,         
Phentermine                                                 ,         
Sibutramine                                                 ,         
Rimonabant                                                  ,         
Doxylamine Succinate/Pyridoxine HCl                         ,         
Palonosetron Hydrochloride                                  ,         
Dimenhydrinate/Cinnarizine                                  ,         
Aprepitant                                                  ,         
Fosaprepitant                                               ,         
Granisetron                                                 ,         
Netupitant/Palonosetron Hcl                                 ,         
Rolapitant                                                  ,         
Hyoscine                                                    ,         
Betahistine Hydrochloride                                   ,         
Buclizine Hydrochloride                                     ,         
Cinnarizine                                                 ,         
Flunarizine Hydrochloride                                   ,         
Cyclizine Hydrochloride                                     ,         
Cyclizine Lactate                                           ,         
Dimenhydrinate                                              ,         
Difenidol Hydrochloride                                     ,         
Domperidone                                                 ,         
Hyoscine Hydrobromide                                       ,         
Granisetron Hydrochloride                                   ,         
Meclozine Hydrochloride                                     ,         
Metoclopramide Hydrochloride                                ,         
Ginger                                                      ,         
Nabilone                                                    ,         
Ondansetron Hydrochloride                                   ,         
Prochlorperazine Maleate                                    ,         
Prochlorperazine Mesilate                                   ,         
Promethazine Teoclate                                       ,         
Ketamine Hydrochloride                                      ,         
Thiethylperazine Maleate                                    ,         
Tropisetron                                                 ,         
Dolasetron Mesilate                                         ,         
Other Nausea & Vertigo Preps                                ,         
Aspirin & Caffeine                                          ,         
Paracetamol & Phenylephrine HCl                             ,         
Isometheptene Mucate                                        ,         
Paracetamol & Ibuprofen                                     ,         
Aspirin & Papaveretum                                       ,         
Aspirin                                                     ,         
Dipyrone Sodium                                             ,         
Co-Codamol (Codeine Phos/Paracetamol)                       ,         
Paracetamol                                                 ,         
Phenazone                                                   ,         
Phenol                                                      ,         
Co-Codaprin (Codeine Phos/Aspirin)                          ,         
Co-Dydramol (Dihydrocodeine/Paracet)                        ,         
Nefopam Hydrochloride                                       ,         
Co-Proxamol (Dextroprop HCl/Paracet)                        ,         
Aspirin Phenacetin & Codeine(Codeine Co)                    ,         
Aspirin & Paracetamol                                       ,         
Aspirin Paracetamol & Codeine                               ,         
Paracetamol & Caffeine                                      ,         
Paracetamol & Codeine Phosphate                             ,         
Aspirin Combined Preparations                               ,         
Paracetamol Combined Preparations                           ,         
Aloxiprin                                                   ,         
Other Non-Opioid Analgesic Preps                            ,         
Lysine Aspirin                                              ,         
Co-Methiamol (Methionine/Paracetamol)                       ,         
Butorphanol Tartrate                                        ,         
Papaveretum                                                 ,         
Phenoperidine Hydrochloride                                 ,         
Oxycodone Hydrochloride                                     ,         
Diamorphine Hydrochloride (Top)                             ,         
Oxycodone HCl/Naloxone HCl                                  ,         
Tapentadol Hydrochloride                                    ,         
Fentanyl                                                    ,         
Buprenorphine                                               ,         
Codeine Phosphate                                           ,         
Dextromoramide Tartrate                                     ,         
Dextropropoxyphene                                          ,         
Dihydrocodeine Tartrate                                     ,         
Dipipanone Hydrochloride                                    ,         
Levorphanol Tartrate                                        ,         
Diamorphine Hydrochloride (Systemic)                        ,         
Meptazinol Hydrochloride                                    ,         
Methadone Hydrochloride                                     ,         
Morphine                                                    ,         
Morphine Hydrochloride                                      ,         
Morphine Sulfate                                            ,         
Pentazocine Hydrochloride                                   ,         
Pentazocine Lactate                                         ,         
Pethidine Hydrochloride                                     ,         
Powdered Opium                                              ,         
Phenazocine Hydrobromide                                    ,         
Nalbuphine Hydrochloride                                    ,         
Oxycodone                                                   ,         
Morphine Anhydrous                                          ,         
Morphine Tartrate & Cyclizine Tartrate                      ,         
Tramadol Hydrochloride                                      ,         
Hydromorphone Hydrochloride                                 ,         
Cannabis                                                    ,         
Gabapentin (Neuropathic Pain)                               ,         
Capsaicin (Neuropathic Pain)                                ,         
Eletriptan                                                  ,         
Frovatriptan                                                ,         
Analgesics with Anti-Emetics                                ,         
Almotriptan                                                 ,         
Dihydroergotamine Mesilate                                  ,         
Ergotamine Tartrate                                         ,         
Naratriptan Hydrochloride                                   ,         
Rizatriptan                                                 ,         
Sumatriptan Succinate                                       ,         
Tolfenamic Acid                                             ,         
Zolmitriptan                                                ,         
Other Treatment of Acute Migraine Preps                     ,         
Semisodium Valproate                                        ,         
Clonidine Hydrochloride                                     ,         
Methysergide                                                ,         
Pizotifen Malate                                            ,         
Other Prophylaxis of Migraine Preps                         ,         
Felbamate                                                   ,         
Tiagabine                                                   ,         
Semisodium Valproate                                        ,         
Zonisamide                                                  ,         
Pregabalin                                                  ,         
Rufinamide                                                  ,         
Stiripentol                                                 ,         
Lacosamide                                                  ,         
Eslicarbazepine Acetate                                     ,         
Retigabine                                                  ,         
Perampanel                                                  ,         
Brivaracetam                                                ,         
Levetiracetam                                               ,         
Beclamide                                                   ,         
Carbamazepine                                               ,         
Oxcarbazepine                                               ,         
Clonazepam                                                  ,         
Gabapentin                                                  ,         
Lamotrigine                                                 ,         
Ethosuximide                                                ,         
Mesuximide                                                  ,         
Methylphenobarbital                                         ,         
Pheneturide                                                 ,         
Phenobarbital                                               ,         
Phenobarbital Sod                                           ,         
Phenytoin Sodium                                            ,         
Mephenytoin                                                 ,         
Phenobarbital & Phenytoin                                   ,         
Phensuximide                                                ,         
Primidone                                                   ,         
Trimethadione                                               ,         
Sodium Valproate                                            ,         
Vigabatrin                                                  ,         
Sultiame                                                    ,         
Phenytoin                                                   ,         
Other Preparations                                          ,         
Valproic Acid                                               ,         
Barbexaclone                                                ,         
Topiramate                                                  ,         
Clobazam                                                    ,         
Clonazepam                                                  ,         
Paraldehyde                                                 ,         
Phenytoin Sodium                                            ,         
Fosphenytoin Sodium                                         ,         
Midazolam Maleate                                           ,         
Midazolam Hydrochloride                                     ,         
Safinamide                                                  ,         
Opicapone                                                   ,         
Apomorphine Hydrochloride                                   ,         
Amantadine Hydrochloride                                    ,         
Benserazide Hydrochloride                                   ,         
Carbidopa                                                   ,         
Ropinirole Hydrochloride                                    ,         
Levodopa                                                    ,         
Co-Beneldopa (Benserazide/Levodopa)                         ,         
Lisuride Maleate                                            ,         
Memantine Hydrochloride                                     ,         
Co-Careldopa (Carbidopa/Levodopa)                           ,         
Pergolide Mesilate                                          ,         
Piribedil                                                   ,         
Tolcapone                                                   ,         
Selegiline Hydrochloride                                    ,         
Cabergoline                                                 ,         
Entacapone                                                  ,         
Pramipexole                                                 ,         
Levodopa/Carbidopa/Entacapone                               ,         
Rasagiline Mesilate                                         ,         
Rotigotine                                                  ,         
Trihexyphenidyl Hydrochloride                               ,         
Benzatropine Mesilate                                       ,         
Biperiden Hydrochloride                                     ,         
Biperiden Lactate                                           ,         
Chlorphenoxamine Hydrochloride                              ,         
Metixene Hydrochloride                                      ,         
Orphenadrine Hydrochloride                                  ,         
Procyclidine Hydrochloride                                  ,         
Botulinum Toxin Type B                                      ,         
Botulinum Toxin Type A                                      ,         
Tetrabenazine                                               ,         
Piracetam                                                   ,         
Riluzole                                                    ,         
Tafamidis                                                   ,         
Acamprosate Calcium                                         ,         
Disulfiram                                                  ,         
Citrated Calcium Carbimide                                  ,         
Nalmefene                                                   ,         
Bupropion Hydrochloride                                     ,         
Nicotine                                                    ,         
Varenicline Tartrate                                        ,         
Nicotine Bitartrate                                         ,         
Buprenorphine Hydrochloride                                 ,         
Buprenorph HCl/Naloxone HCl                                 ,         
Methadone Hydrochloride                                     ,         
Lofexidine Hydrochloride                                    ,         
Naltrexone Hydrochloride                                    ,         
Levacetylmethadol Hydrochloride                             ,         
Donepezil Hydrochloride                                     ,         
Rivastigmine                                                ,         
Galantamine                                                 ,         
Memantine Hydrochloride                                     ,         
Idebenone                                                   ,         
Benethamine Penicillin                                      ,         
Benzathine Penicillin                                       ,         
Benzylpenicillin (Penicillin G)                             ,         
Benzylpenicillin Sodium (Penicillin G)                      ,         
Penamecillin                                                ,         
Pheneticillin Potassium                                     ,         
Phenoxymethylpenicillin (Penicillin V)                      ,         
Procaine Benzylpenicillin                                   ,         
Propicillin Potassium                                       ,         
Benethamine Penicillin/Benzylpenicillin                     ,         
Cloxacillin                                                 ,         
Flucloxacillin Sodium                                       ,         
Flucloxacillin Magnesium                                    ,         
Methicillin Sodium                                          ,         
Temocillin Sodium                                           ,         
Amoxicillin                                                 ,         
Amoxicillin Sodium                                          ,         
Ampicillin With Sulbactam                                   ,         
Ampicillin                                                  ,         
Ampicillin With Cloxacillin                                 ,         
Bacampicillin Hydrochloride                                 ,         
Ciclacillin                                                 ,         
Co-Amoxiclav (Amoxicillin/Clavul Acid)                      ,         
Co-Fluampicil(Flucloxacillin/Ampicillin)                    ,         
Mezlocillin                                                 ,         
Pivampicillin                                               ,         
Pivampicillin With Pivmecillinam                            ,         
Talampicillin Hydrochloride                                 ,         
Sultamicillin Tosilate                                      ,         
Azlocillin Sodium                                           ,         
Carbenicillin Sodium                                        ,         
Carbenicillin Sod With Sod Chloride                         ,         
Carfecillin Sodium                                          ,         
Piperacillin Sodium With Sodium Chloride                    ,         
Piperacillin Sodium                                         ,         
Ticarcillin With Clavulanic Acid                            ,         
Ticarcillin Sodium                                          ,         
Ticarcillin Sodium With Sodium Chloride                     ,         
Piperacillin Sodium/Tazobactam Sodium                       ,         
Mecillinam                                                  ,         
Pivmecillinam Hydrochloride                                 ,         
Cefprozil                                                   ,         
Cefodizime Sodium                                           ,         
Cefsulodin Sodium                                           ,         
Ceftizoxime Sodium                                          ,         
Cefalotin                                                   ,         
Cefamandole                                                 ,         
Ceftibuten                                                  ,         
Cefazolin Sodium                                            ,         
Latamoxef Disodium                                          ,         
Cefradine With Sodium Chloride                              ,         
Cefpirome Sulfate                                           ,         
Cefaclor                                                    ,         
Cefadroxil                                                  ,         
Cefixime                                                    ,         
Cefotaxime Sodium                                           ,         
Cefoxitin Sodium                                            ,         
Cefpodoxime                                                 ,         
Ceftriaxone Sodium                                          ,         
Ceftazidime Pentahydrate                                    ,         
Ceftazidime With Sodium Chloride                            ,         
Cefuroxime Sodium                                           ,         
Cefuroxime Axetil                                           ,         
Cefalexin                                                   ,         
Cefradine                                                   ,         
Meropenem                                                   ,         
Ertapenem Sodium                                            ,         
Doripenem                                                   ,         
Imipenem With Cilastatin                                    ,         
Aztreonam                                                   ,         
Aztreonam With Sodium Chloride                              ,         
Chlortetracycline Hydrochloride                             ,         
Clomocycline Sodium                                         ,         
Demeclocycline Hydrochloride                                ,         
Doxycycline Hyclate                                         ,         
Lymecycline                                                 ,         
Methacycline Hydrochloride                                  ,         
Minocycline Hydrochloride                                   ,         
Oxytetracycline                                             ,         
Tetracycline                                                ,         
Tetracycline Buffered Complex                               ,         
Tetracycline Combined Preparations                          ,         
Tigecycline                                                 ,         
Doxycycline Monohydrate                                     ,         
Amikacin                                                    ,         
Amikacin With Sodium Chloride                               ,         
Framycetin Sulfate                                          ,         
Gentamicin Sulfate                                          ,         
Gentamicin Sulfate With Sodium Chloride                     ,         
Kanamycin                                                   ,         
Neomycin Sulfate                                            ,         
Netilmicin Sulfate                                          ,         
Tobramycin                                                  ,         
Tobramycin With Sodium Chloride                             ,         
Azithromycin                                                ,         
Clarithromycin                                              ,         
Erythromycin                                                ,         
Erythromycin Estolate                                       ,         
Erythromycin Ethylsuccinate                                 ,         
Erythromycin Lactobionate                                   ,         
Erythromycin Stearate                                       ,         
Spiramycin                                                  ,         
Telithromycin                                               ,         
Roxithromycin                                               ,         
Clindamycin Hydrochloride                                   ,         
Clindamycin Phosphate                                       ,         
Lincomycin Hydrochloride                                    ,         
Taurolidine                                                 ,         
Nitazoxanide                                                ,         
Fidaxomicin                                                 ,         
Tedizolid                                                   ,         
Fosfomycin Trometamol                                       ,         
Dalbavancin Hydrochloride                                   ,         
Nifuroxazide                                                ,         
Chloramphenicol                                             ,         
Colistin Sulfate                                            ,         
Colistimethate Sodium                                       ,         
Novobiocin                                                  ,         
Polymyxin B Sulfate                                         ,         
Fusidic Acid                                                ,         
Sodium Fusidate                                             ,         
Spectinomycin Hydrochloride                                 ,         
Teicoplanin                                                 ,         
Vancomycin Hydrochloride                                    ,         
Quinupristin/Dalfopristin                                   ,         
Linezolid                                                   ,         
Rifaximin                                                   ,         
Daptomycin                                                  ,         
Pristinamycin                                               ,         
Calcium Sulfaloxate                                         ,         
Co-Trimoxazole(Trimethoprim/Sulfamethox                     ,         
Mixed Sulfonamides                                          ,         
Phthalylsulfhathiazole                                      ,         
Sulfamethoxypyridazine                                      ,         
Sulfametopyrazine                                           ,         
Sulfathiazole                                               ,         
Sulfadiazine                                                ,         
